"DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GENDER_NAME","AGE_NAME","MEASURE_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS_NAME"
"December 2017","Rotherham 016C","E01007717","Total","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"December 2017","Rotherham 016D","E01007718","Total","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"December 2017","Rotherham 010A","E01007719","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Rotherham 010B","E01007720","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Rotherham 010C","E01007721","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Rotherham 013A","E01007723","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Rotherham 021E","E01007724","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Rotherham 019E","E01007725","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Rotherham 019F","E01007726","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Rotherham 010D","E01007727","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Rotherham 009A","E01007728","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Rotherham 009B","E01007729","Total","All categories: Age 16+","Claimant count","Value",75,"Normal Value"
"December 2017","Rotherham 009C","E01007730","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Rotherham 009D","E01007731","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Rotherham 009E","E01007732","Total","All categories: Age 16+","Claimant count","Value",60,"Normal Value"
"December 2017","Rotherham 009F","E01007733","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Rotherham 021F","E01007734","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Rotherham 013B","E01007735","Total","All categories: Age 16+","Claimant count","Value",65,"Normal Value"
"December 2017","Rotherham 014A","E01007736","Total","All categories: Age 16+","Claimant count","Value",75,"Normal Value"
"December 2017","Rotherham 013C","E01007737","Total","All categories: Age 16+","Claimant count","Value",70,"Normal Value"
"December 2017","Rotherham 013D","E01007738","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Rotherham 013E","E01007739","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Rotherham 011A","E01007740","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Rotherham 015A","E01007741","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Rotherham 015B","E01007742","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Rotherham 015C","E01007743","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Rotherham 015D","E01007744","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Rotherham 015E","E01007745","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Rotherham 015F","E01007746","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Rotherham 031C","E01007747","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Rotherham 033A","E01007748","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Rotherham 033B","E01007749","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Rotherham 031D","E01007750","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Rotherham 033C","E01007751","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Rotherham 033D","E01007752","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Rotherham 033E","E01007753","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Rotherham 018B","E01007754","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Rotherham 018C","E01007755","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Rotherham 018D","E01007756","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Rotherham 020A","E01007757","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Rotherham 020B","E01007758","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Rotherham 020C","E01007759","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Rotherham 020D","E01007760","Total","All categories: Age 16+","Claimant count","Value",75,"Normal Value"
"December 2017","Rotherham 018E","E01007761","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Rotherham 018F","E01007762","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Rotherham 020E","E01007763","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Rotherham 020F","E01007764","Total","All categories: Age 16+","Claimant count","Value",70,"Normal Value"
"December 2017","Rotherham 014B","E01007765","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Rotherham 014C","E01007766","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Rotherham 017C","E01007767","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Rotherham 014D","E01007768","Total","All categories: Age 16+","Claimant count","Value",85,"Normal Value"
"December 2017","Rotherham 017D","E01007769","Total","All categories: Age 16+","Claimant count","Value",70,"Normal Value"
"December 2017","Rotherham 014E","E01007770","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Rotherham 006A","E01007771","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Rotherham 006B","E01007772","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Rotherham 006C","E01007773","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Rotherham 006D","E01007774","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Rotherham 008A","E01007775","Total","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"December 2017","Rotherham 008B","E01007776","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Rotherham 004A","E01007777","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Rotherham 005A","E01007778","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Rotherham 005B","E01007779","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Rotherham 005C","E01007780","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Rotherham 005D","E01007781","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Rotherham 005E","E01007782","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Rotherham 008C","E01007783","Total","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"December 2017","Rotherham 008D","E01007784","Total","All categories: Age 16+","Claimant count","Value",60,"Normal Value"
"December 2017","Rotherham 029C","E01007785","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Rotherham 029D","E01007786","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Rotherham 028A","E01007787","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Rotherham 028B","E01007788","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Rotherham 028C","E01007789","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Rotherham 029E","E01007790","Total","All categories: Age 16+","Claimant count","Value",70,"Normal Value"
"December 2017","Rotherham 029F","E01007791","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Rotherham 028D","E01007792","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Rotherham 004B","E01007793","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Rotherham 004C","E01007794","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Rotherham 004D","E01007795","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Rotherham 003A","E01007796","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Rotherham 003B","E01007797","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Rotherham 003C","E01007798","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Rotherham 003D","E01007799","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Rotherham 003E","E01007800","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Rotherham 007B","E01007801","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Rotherham 007C","E01007802","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Rotherham 007D","E01007803","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Rotherham 011B","E01007804","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Rotherham 011C","E01007805","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Rotherham 011D","E01007806","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Rotherham 011E","E01007807","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Rotherham 007E","E01007808","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Rotherham 026B","E01007809","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Rotherham 026C","E01007810","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Rotherham 024A","E01007811","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Rotherham 024B","E01007812","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Rotherham 024C","E01007813","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Rotherham 024D","E01007814","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Rotherham 026D","E01007815","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Rotherham 002A","E01007816","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Rotherham 002B","E01007817","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Rotherham 003F","E01007818","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Rotherham 002C","E01007819","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Rotherham 002D","E01007820","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
